Datetime,Temperature_35m,Salinity_35m,Temperature_100m,Salinity_100m,Temperature_180m,Salinity_180m,Temperature_300m,Salinity_300m,Temperature_400m,Salinity_400m,Temperature_450m,Salinity_450m
1985-08-18 00:00:00,,,,,,,,,,,,
1985-08-19 00:00:00,,,,,,,,,,,,
1985-08-20 00:00:00,,,,,,,,,,,,
1985-08-21 00:00:00,,,,,,,,,,,,
1985-08-22 00:00:00,,,,,,,,,,,,
1985-08-23 00:00:00,,,,,,,,,,,,
1985-08-24 00:00:00,,,,,,,,,,,,
1985-08-25 00:00:00,,,,,,,,,,,,
1985-08-26 00:00:00,,,,,,,,,,,,
1985-08-27 00:00:00,,,,,,,,,,,,
1985-08-28 00:00:00,,,,,,,,,,,,
1985-08-29 00:00:00,,,,,,,,,,,,
1985-08-30 00:00:00,,,,,,,,,,,,
1985-08-31 00:00:00,,,,,,,,,,,,
1985-09-01 00:00:00,,,,,,,,,,,,
1985-09-02 00:00:00,,,,,,,,,,,,
1985-09-03 00:00:00,,,,,,,,,,,,
1985-09-04 00:00:00,,,,,,,,,,,,
1985-09-05 00:00:00,,,,,,,,,,,,
1985-11-21 21:00:00,9.0755,32.38966666666666,7.616,33.976166666666664,,,6.257833333333334,34.17516666666666,,,,
1985-11-22 00:00:00,8.727020833333333,32.47835416666667,7.650041666666667,33.9606875,,,6.221374999999999,34.16797916666667,,,,
1985-11-23 00:00:00,9.041375,32.54841666666667,7.642041666666667,33.969770833333335,,,6.221895833333334,34.161479166666666,,,,
1985-11-24 00:00:00,8.752458333333333,32.14895833333333,7.706604166666668,33.93102083333333,,,6.114354166666668,34.153875000000006,,,,
1985-11-25 00:00:00,8.9031875,32.3911875,7.668458333333334,33.889833333333335,,,6.120979166666667,34.154604166666665,,,,
1985-11-26 00:00:00,8.7475625,32.46397916666667,7.6171041666666675,33.91052083333333,,,6.141729166666667,34.154020833333334,,,,
1985-11-27 00:00:00,8.6981875,32.431645833333334,7.525166666666666,33.89989583333334,,,6.165354166666667,34.15591666666666,,,,
1985-11-28 00:00:00,8.650833333333333,32.47422916666667,7.545333333333333,33.84764583333333,,,6.087000000000001,34.1489375,,,,
1985-11-29 00:00:00,8.59775,32.499125,7.568583333333334,33.86295833333333,,,6.0314375,34.13729166666667,,,,
1985-11-30 00:00:00,8.463229166666666,32.483624999999996,7.59725,33.86727083333333,,,5.952354166666666,34.12985416666667,,,,
1985-12-01 00:00:00,8.204229166666668,32.48322916666667,7.606229166666666,33.888687499999996,,,5.967437499999999,34.1315625,,,,
1985-12-02 00:00:00,7.539604166666667,32.46114583333333,7.602458333333334,33.94416666666667,,,5.951395833333334,34.145562500000004,,,,
1985-12-03 00:00:00,7.463625,32.487125,7.542187500000001,34.06647916666667,,,5.923666666666667,34.14683333333333,,,,
1985-12-04 00:00:00,7.467770833333333,32.685895833333326,7.465687500000001,34.1208125,,,6.100229166666668,34.13008333333334,,,,
1985-12-05 00:00:00,7.825354166666666,32.95714583333333,7.567541666666667,34.11545833333333,,,6.080895833333334,34.15270833333334,,,,
1985-12-06 00:00:00,7.792416666666667,32.58625,7.853666666666666,34.08470833333333,,,6.405854166666667,34.130270833333334,,,,
1985-12-07 00:00:00,8.193145833333334,32.5296875,7.877750000000002,34.033208333333334,,,6.603625,34.1223125,,,,
1985-12-08 00:00:00,8.236645833333334,32.46658333333334,7.769958333333334,34.06825,,,6.873833333333333,34.09941666666666,,,,
1985-12-09 00:00:00,8.295020833333334,32.50720833333334,7.993104166666666,34.038916666666665,,,7.000708333333333,34.083395833333334,,,,
1985-12-10 00:00:00,8.383625,32.48585416666667,8.133916666666666,34.009395833333336,,,6.701416666666667,34.10627083333333,,,,
1985-12-11 00:00:00,8.359250000000001,32.45825,8.1070625,34.056000000000004,,,6.839395833333334,34.102916666666665,,,,
1985-12-12 00:00:00,8.34425,32.48822916666666,8.116541666666665,34.04389583333333,,,6.886687500000001,34.09479166666667,,,,
1985-12-13 00:00:00,8.348,32.499562499999996,8.103770833333334,34.04627083333333,,,6.663708333333333,34.0999375,,,,
1985-12-14 00:00:00,8.272562500000001,32.49433333333334,8.133604166666666,34.03027083333333,,,6.607125,34.092125,,,,
1985-12-15 00:00:00,7.834708333333334,32.424416666666666,8.129395833333334,34.0355625,,,6.420166666666667,34.10639583333333,,,,
1985-12-16 00:00:00,7.8574166666666665,32.507875000000006,8.129229166666667,34.021687500000006,,,6.301583333333333,34.123625,,,,
1985-12-17 00:00:00,7.915791666666667,32.50370833333334,8.03375,33.9895,,,6.228437500000001,34.13025,,,,
1985-12-18 00:00:00,8.102479166666667,32.658854166666664,8.054145833333333,34.050645833333334,,,6.325208333333333,34.13016666666667,,,,
1985-12-19 00:00:00,8.115604166666667,32.66075,7.879520833333334,34.02172916666667,,,6.318229166666666,34.12666666666667,,,,
1985-12-20 00:00:00,8.1459375,32.4974375,7.950104166666667,33.9864375,,,6.107354166666667,34.132645833333335,,,,
1985-12-21 00:00:00,8.208208333333333,32.486645833333334,8.141645833333333,34.00479166666667,,,6.097437500000001,34.13425,,,,
1985-12-22 00:00:00,8.196854166666666,32.57062500000001,8.006416666666667,34.02022916666667,,,6.078625,34.125125000000004,,,,
1985-12-23 00:00:00,8.187416666666666,32.53966666666667,8.0470625,34.00722916666667,,,6.0790625,34.122479166666665,,,,
1985-12-24 00:00:00,8.145875,32.524437500000005,7.9718333333333335,33.9679375,,,6.124395833333334,34.12733333333333,,,,
1985-12-25 00:00:00,8.126770833333333,32.52527083333334,8.004854166666666,34.019375000000004,,,6.072541666666666,34.1186875,,,,
1985-12-26 00:00:00,8.055270833333333,32.49854166666667,8.034729166666667,34.01227083333333,,,6.156874999999999,34.12864583333333,,,,
1985-12-27 00:00:00,8.176104166666667,32.53516666666667,7.977916666666666,34.02852083333333,,,6.3294375,34.11814583333334,,,,
1985-12-28 00:00:00,8.289479166666668,32.694250000000004,7.9395625,34.05516666666667,,,6.469687499999999,34.1134375,,,,
1985-12-29 00:00:00,8.578791666666667,32.731145833333336,8.0508125,34.03689583333333,,,6.304479166666667,34.12079166666667,,,,
1985-12-30 00:00:00,8.611958333333334,32.6999375,8.069270833333334,34.051541666666665,,,6.334208333333334,34.01463888888889,,,,
1985-12-31 00:00:00,8.523833333333334,32.780875,7.968000000000001,34.0705,,,6.514937499999999,34.115279069767446,,,,
1986-01-01 00:00:00,8.414041666666668,32.974041666666665,7.848437499999999,34.086354166666666,,,6.309229166666667,34.1258125,,,,
1986-01-02 00:00:00,8.202437500000002,32.6126875,7.811520833333333,34.034124999999996,,,6.299229166666667,34.131625,,,,
1986-01-03 00:00:00,8.181645833333334,32.550583333333336,7.895166666666667,34.03935416666666,,,6.2661041666666675,34.13733333333334,,,,
1986-01-04 00:00:00,8.280020833333333,32.60964583333334,7.9117291666666665,34.04054166666666,,,6.267520833333333,34.134479166666665,,,,
1986-01-05 00:00:00,8.200687499999999,32.531749999999995,7.888020833333333,34.050270833333336,,,6.271395833333333,34.128479166666665,,,,
1986-01-06 00:00:00,8.008000000000001,32.51060416666667,7.850625000000001,34.00604166666667,,,6.373770833333334,34.12672916666667,,,,
1986-01-07 00:00:00,8.1005625,32.49522916666667,7.930375000000001,33.905520833333334,,,6.280833333333334,34.10635416666667,,,,
1986-01-08 00:00:00,8.126687500000001,32.50779166666667,8.129354166666667,33.8938125,,,6.438937500000001,34.116791666666664,,,,
1986-01-09 00:00:00,8.139958333333334,32.49185416666667,8.464520833333333,33.95577083333333,,,6.628250000000001,34.1026875,,,,
1986-01-10 00:00:00,8.121,32.4915,8.371729166666666,33.980250000000005,,,6.731208333333334,34.095729166666665,,,,
1986-01-11 00:00:00,8.155125,32.46972916666666,8.401041666666666,33.97325,,,6.695333333333333,34.09822916666666,,,,
1986-01-12 00:00:00,8.121,32.48235416666667,8.413499999999999,33.86666666666667,,,6.6363125,34.09875,,,,
1986-01-13 00:00:00,8.166458333333333,32.5061875,8.483729166666667,33.79920833333333,,,6.55125,34.093354166666664,,,,
1986-01-14 00:00:00,8.357624999999999,32.59475,8.384083333333333,33.73704166666667,,,6.550750000000001,34.071958333333335,,,,
1986-01-15 00:00:00,8.265083333333333,32.57583333333333,8.148312500000001,33.71247916666667,,,6.526229166666667,34.089958333333335,,,,
1986-01-16 00:00:00,8.323437500000002,32.606437500000006,7.931645833333334,33.668749999999996,,,6.5144375,34.09679166666667,,,,
1986-01-17 00:00:00,8.3535,32.65125,8.010687500000001,33.69772916666667,,,6.5107083333333335,34.08075,,,,
1986-01-18 00:00:00,8.32925,32.628791666666665,8.6335,33.90877083333333,,,6.5196250000000004,34.048145833333336,,,,
1986-01-19 00:00:00,8.4669375,32.680083333333336,8.640645833333332,33.897937500000005,,,7.029083333333333,34.072895833333334,,,,
1986-01-20 00:00:00,8.677333333333333,32.79458333333333,8.699895833333333,33.8876875,,,7.2234375,34.05554166666667,,,,
1986-01-21 00:00:00,8.502958333333334,32.73435416666667,8.738833333333334,33.84520833333334,,,7.102354166666667,34.05504166666666,,,,
1986-01-22 00:00:00,8.4896875,32.748062499999996,8.817291666666668,33.75714583333333,,,7.0133125000000005,34.05654166666667,,,,
1986-01-23 00:00:00,8.514333333333333,32.72704166666667,8.820187500000001,33.6976875,,,7.114104166666667,34.052083333333336,,,,
1986-01-24 00:00:00,8.455562500000001,32.695541666666664,8.805729166666666,33.7553125,,,7.077625,34.05983333333334,,,,
1986-01-25 00:00:00,8.6830625,32.82895833333333,8.780604166666667,33.49672916666667,,,7.073458333333332,34.05539583333333,,,,
1986-01-26 00:00:00,8.684791666666667,32.81133333333333,8.719020833333333,33.605979166666664,,,6.878208333333333,34.07385416666667,,,,
1986-01-27 00:00:00,8.376125,32.61929166666667,8.602229166666666,33.840916666666665,,,6.667437500000001,34.08145833333333,,,,
1986-01-28 00:00:00,8.302999999999999,32.5764375,8.521104166666667,33.88108333333333,,,6.524770833333334,34.08289583333333,,,,
1986-01-29 00:00:00,8.295395833333332,32.54610416666666,8.4049375,33.88727083333334,,,6.457770833333334,34.09022916666667,,,,
1986-01-30 00:00:00,8.3010625,32.54360416666666,8.431395833333333,33.96175,,,6.404520833333334,34.09316666666667,,,,
1986-01-31 00:00:00,8.302999999999999,32.53458333333334,8.452812499999999,33.952729166666664,,,6.437104166666667,34.09254166666667,,,,
1986-02-01 00:00:00,8.382312500000001,32.6036875,8.563791666666667,33.78452083333334,,,6.4846875,34.0879375,,,,
1986-02-02 00:00:00,8.55225,32.74358333333333,8.713875,33.49270833333333,,,6.6037083333333335,34.078562500000004,,,,
1986-02-03 00:00:00,8.563625,32.691375,8.822562500000002,33.3439375,,,6.5149583333333325,34.085437500000005,,,,
1986-02-04 00:00:00,8.647020833333334,32.71372916666667,8.765875,33.43547916666667,,,6.5021458333333335,34.083666666666666,,,,
1986-02-05 00:00:00,8.546263157894732,32.682894736842115,8.5348125,33.79660416666667,,,6.5353125,34.0846875,,,,
1986-02-06 00:00:00,8.527604166666666,32.649625,8.502583333333334,33.8586875,,,6.6381875,34.07516666666667,,,,
1986-02-07 00:00:00,8.595854166666667,32.642583333333334,8.406770833333333,33.871500000000005,,,6.580583333333332,34.079791666666665,,,,
1986-02-08 00:00:00,8.592062499999999,32.647354166666666,8.366479166666666,33.822583333333334,,,6.4336875000000004,34.0836875,,,,
1986-02-09 00:00:00,8.662125,32.66204166666667,8.435083333333333,33.755583333333334,,,6.402520833333334,34.0813125,,,,
1986-02-10 00:00:00,8.6489375,32.638645833333335,8.5525,33.63704166666667,,,6.4597291666666665,34.086958333333335,,,,
1986-02-11 00:00:00,8.7700625,32.74316666666667,8.749854166666667,33.26560416666667,,,6.324208333333334,34.08627083333334,,,,
1986-02-12 00:00:00,8.709145833333332,32.7113125,8.771208333333334,33.2725,,,6.152020833333334,34.0933125,,,,
1986-02-13 00:00:00,8.449875,32.64175,8.778208333333334,33.23066666666667,,,6.107875,34.08891666666667,,,,
1986-02-14 00:00:00,8.595854166666667,32.70979166666667,8.7739375,33.15408333333333,,,6.084270833333332,34.083729166666664,,,,
1986-02-15 00:00:00,8.5579375,32.719208333333334,8.782979166666665,33.118604166666664,,,6.040416666666668,34.0741875,,,,
1986-02-16 00:00:00,8.726625,32.71,8.706604166666667,33.33689583333334,,,6.108333333333334,34.078,,,,
1986-02-17 00:00:00,8.8686875,32.74302083333333,8.71325,33.4981875,,,6.257291666666667,34.077708333333334,,,,
1986-02-18 00:00:00,8.5806875,32.700541666666666,8.459895833333333,33.74985416666667,,,6.425229166666667,34.08083333333334,,,,
1986-02-19 00:00:00,8.539020833333334,32.724999999999994,8.364229166666666,33.89633333333334,,,6.488458333333334,34.0859375,,,,
1986-02-20 00:00:00,8.3893125,32.679750000000006,8.4726875,33.90264583333333,,,6.621062500000001,34.089083333333335,,,,
1986-02-21 00:00:00,8.361125,32.692479166666665,8.233937500000001,34.00841666666667,,,6.729875000000001,34.07477083333334,,,,
1986-02-22 00:00:00,8.278229166666668,32.63691666666667,8.336291666666666,33.86354166666666,,,6.539083333333333,34.08770833333333,,,,
1986-02-23 00:00:00,8.423583333333333,32.65060416666667,8.235916666666666,33.6775625,,,6.6409375,34.08466666666667,,,,
1986-02-24 00:00:00,8.664104166666666,32.69466666666666,8.417333333333334,33.72566666666666,,,6.778458333333333,34.079458333333335,,,,
1986-02-25 00:00:00,8.622395833333334,32.66014583333333,8.666812499999999,33.65808333333334,,,6.809208333333334,34.076,,,,
1986-02-26 00:00:00,8.406666666666666,32.56279166666667,8.756,33.61397916666667,,,6.8304374999999995,34.070375,,,,
1986-02-27 00:00:00,8.660270833333334,32.64835416666667,8.835291666666668,33.67070833333333,,,6.741562500000001,34.07127083333333,,,,
1986-02-28 00:00:00,8.665875,32.634375,8.707625,33.6324375,,,6.688229166666667,34.074395833333334,,,,
1986-03-01 00:00:00,8.891333333333334,32.68310416666666,8.81725,33.5885625,,,6.651895833333334,34.074125,,,,
1986-03-02 00:00:00,8.906541666666667,32.67658333333333,8.831458333333332,33.666625,,,6.5389791666666675,34.074708333333334,,,,
1986-03-03 00:00:00,8.929270833333334,32.66435416666666,8.832541666666666,33.64966666666667,,,6.4049375,34.08691666666667,,,,
1986-03-04 00:00:00,8.967083333333333,32.673791666666666,8.930791666666666,33.47485416666667,,,6.276104166666667,34.098979166666666,,,,
1986-03-05 00:00:00,9.136062500000001,32.66354166666667,9.017270833333333,33.32889583333334,,,6.203916666666667,34.10408333333333,,,,
1986-03-06 00:00:00,8.891166666666667,32.66639583333333,8.9924375,33.3313125,,,6.125708333333333,34.103249999999996,,,,
1986-03-07 00:00:00,9.022375,32.61564583333333,8.8823125,33.457166666666666,,,6.0366875,34.08958333333333,,,,
1986-03-08 00:00:00,8.919708333333334,32.55775,8.727541666666667,33.55039583333333,,,6.044229166666667,34.08575,,,,
1986-03-09 00:00:00,8.603833333333334,32.600208333333335,8.628437499999999,33.70583333333333,,,6.252520833333333,34.09789583333333,,,,
1986-03-10 00:00:00,8.765979166666668,32.55410416666667,8.397,33.6763125,,,6.285958333333333,34.087854166666666,,,,
1986-03-11 00:00:00,8.7984375,32.57597916666666,8.237458333333334,33.688624999999995,,,6.295375,34.08797916666666,,,,
1986-03-12 00:00:00,8.416,32.5679375,8.2555,33.761583333333334,,,6.348354166666667,34.0833125,,,,
1986-03-13 00:00:00,8.518270833333334,32.592958333333335,8.1250625,33.897375000000004,,,6.380354166666667,34.08202083333334,,,,
1986-03-14 00:00:00,8.302541666666668,32.576812499999996,8.026666666666666,33.925812500000006,,,6.331708333333334,34.084916666666665,,,,
1986-03-15 00:00:00,8.467,32.56422916666667,8.12175,33.90110416666667,,,6.091729166666667,34.091,,,,
1986-03-16 00:00:00,8.497270833333333,32.5525,8.152499999999998,33.86204166666667,,,6.193041666666667,34.091520833333334,,,,
1986-03-17 00:00:00,8.9636875,32.612875,8.196958333333333,33.819291666666665,,,6.190270833333333,34.08808333333334,,,,
1986-03-18 00:00:00,8.904791666666666,32.58275,8.1823125,33.82331250000001,,,6.232645833333334,34.084,,,,
1986-03-19 00:00:00,8.601583333333334,32.54514583333333,8.132624999999999,33.80583333333333,,,6.2520625,34.07972916666666,,,,
1986-03-20 00:00:00,8.467,32.538375,8.090520833333334,33.79777083333334,,,6.211479166666667,34.08047916666666,,,,
1986-03-21 00:00:00,8.745333333333333,32.5683125,8.404458333333332,33.8451875,,,6.147916666666667,34.0865,,,,
1986-03-22 00:00:00,9.082916666666668,32.563229166666666,8.494083333333334,33.685375,,,6.188395833333334,34.078895833333334,,,,
1986-03-23 00:00:00,9.238541666666668,32.5146875,8.5785625,33.62077083333333,,,6.0964583333333335,34.08833333333333,,,,
1986-03-24 00:00:00,9.024020833333333,32.53114583333333,8.385625,33.70860416666667,,,5.988583333333334,34.09129166666667,,,,
1986-03-25 00:00:00,8.775666666666666,32.54660416666666,8.022645833333334,33.7681875,,,6.0300208333333325,34.086354166666666,,,,
1986-03-26 00:00:00,8.811645833333333,32.527229166666665,8.080458333333333,33.83585416666667,,,6.001354166666666,34.087624999999996,,,,
1986-03-27 00:00:00,8.62425,32.5358125,8.063958333333332,33.925104166666664,,,6.002749999999999,34.0838125,,,,
1986-03-28 00:00:00,8.6034375,32.5105,8.066479166666666,33.89510416666666,,,5.972125000000001,34.08979166666666,,,,
1986-03-29 00:00:00,8.694395833333333,32.5155625,8.119479166666666,33.846895833333335,,,6.032354166666667,34.088145833333336,,,,
1986-03-30 00:00:00,8.948354166666666,32.54233333333334,8.390791666666667,33.76710416666666,,,6.0653958333333335,34.0798125,,,,
1986-03-31 00:00:00,9.1721875,32.628229166666664,8.554270833333334,33.667520833333334,,,6.0314999999999985,34.077625000000005,,,,
1986-04-01 00:00:00,9.052729166666667,32.629354166666666,8.588958333333332,33.64272916666667,,,6.008895833333333,34.078250000000004,,,,
1986-04-02 00:00:00,9.047000000000002,32.60635416666667,8.560479166666667,33.660020833333334,,,5.9796875,34.08175,,,,
1986-04-03 00:00:00,9.08675,32.55502083333334,8.481291666666666,33.66945833333333,,,6.031041666666667,34.079208333333334,,,,
1986-04-04 00:00:00,9.077395833333334,32.5181875,8.315916666666666,33.656458333333326,,,6.0121875,34.083625000000005,,,,
1986-04-05 00:00:00,9.054562500000001,32.4553125,8.428125,33.625416666666666,,,5.884083333333334,34.08264583333334,,,,
1986-04-06 00:00:00,8.783270833333333,32.4778125,8.404520833333335,33.58627083333333,,,5.7964166666666666,34.0878125,,,,
1986-04-07 00:00:00,8.624291666666666,32.485791666666664,8.126729166666665,33.60166666666667,,,5.703229166666667,34.10310416666667,,,,
1986-04-08 00:00:00,8.7759375,32.5,7.8218958333333335,33.47889583333333,,,5.482479166666667,34.09645833333334,,,,
1986-04-09 00:00:00,8.730291666666668,32.467479166666664,7.96825,33.53360416666667,,,5.466083333333333,34.097208333333334,,,,
1986-04-10 00:00:00,8.8384375,32.4486875,8.484,33.3994375,,,5.5257916666666675,34.086999999999996,,,,
1986-04-11 00:00:00,8.599583333333333,32.48714583333333,8.3415625,33.51072916666667,,,5.6105833333333335,34.09104166666666,,,,
1986-04-12 00:00:00,8.701854166666665,32.48185416666667,8.249333333333333,33.53508333333333,,,5.5911875,34.0868125,,,,
1986-04-13 00:00:00,8.715354166666666,32.54410416666667,8.151187499999999,33.757937500000004,,,5.5413749999999995,34.08883333333333,,,,
1986-04-14 00:00:00,8.412229166666668,32.5055625,7.83775,33.827875,,,5.543770833333333,34.086916666666674,,,,
1986-04-15 00:00:00,8.366895833333334,32.506541666666664,8.062604166666667,33.86502083333333,,,5.611041666666666,34.079729166666674,,,,
1986-04-16 00:00:00,8.268666666666666,32.4885,7.984999999999999,33.870354166666665,,,5.682104166666666,34.07152083333333,,,,
1986-04-17 00:00:00,8.342291666666668,32.517520833333336,7.694437499999999,33.74952083333333,,,5.683104166666666,34.05764583333333,,,,
1986-04-18 00:00:00,8.461250000000001,32.5258125,7.653729166666667,33.77195833333334,,,5.543729166666666,34.0615625,,,,
1986-04-19 00:00:00,8.4441875,32.50960416666667,7.942583333333334,33.900979166666666,,,5.6468125,34.05629166666667,,,,
1986-04-20 00:00:00,8.342354166666667,32.513979166666665,7.823333333333333,33.90208333333333,,,5.754104166666667,34.04995833333333,,,,
1986-04-21 00:00:00,8.387770833333333,32.52425,7.920770833333333,33.951125,,,5.788458333333334,34.031625,,,,
1986-04-22 00:00:00,8.361125000000001,32.507250000000006,7.952395833333334,33.95695833333333,,,5.811541666666666,34.014270833333335,,,,
1986-04-23 00:00:00,8.395125,32.49827083333333,7.846875,33.90562500000001,,,5.790041666666666,34.002229166666666,,,,
1986-04-24 00:00:00,8.391333333333334,32.48058333333333,7.831395833333333,33.87260416666667,,,5.869937499999999,34.00235416666667,,,,
1986-04-25 00:00:00,8.370604166666666,32.514291666666665,7.842312500000001,33.85102083333333,,,5.871333333333332,33.988958333333336,,,,
1986-04-26 00:00:00,8.363145833333334,32.508895833333334,7.8503541666666665,33.89216666666666,,,5.841229166666667,33.981874999999995,,,,
1986-04-27 00:00:00,8.448229166666668,32.49825,7.859750000000001,33.88314583333334,,,5.802229166666668,33.966166666666666,,,,
1986-04-28 00:00:00,8.493541666666667,32.43110416666667,7.8289791666666675,33.89552083333333,,,5.8332291666666665,33.95066666666667,,,,
1986-04-29 00:00:00,8.3989375,32.504354166666666,7.850645833333332,33.920208333333335,,,5.814395833333333,33.95483333333333,,,,
1986-04-30 00:00:00,8.370770833333333,32.4851875,7.865416666666667,33.919041666666665,,,5.744729166666667,33.94466666666667,,,,
1986-05-01 00:00:00,8.4085625,32.50627083333333,7.819583333333334,33.92277083333334,,,5.752249999999999,33.923875,,,,
1986-05-02 00:00:00,8.4045625,32.5173125,7.845083333333332,33.903020833333336,,,5.7776250000000005,33.89147916666666,,,,
1986-05-03 00:00:00,8.461250000000001,32.518375,7.949145833333334,33.9090625,,,5.8430833333333325,33.882395833333334,,,,
1986-05-04 00:00:00,8.645000000000001,32.52529166666667,7.935833333333334,33.879250000000006,,,5.836083333333334,33.87135416666667,,,,
1986-05-05 00:00:00,8.349895833333335,32.507645833333335,7.8843125,33.89116666666666,,,5.809708333333333,33.86629166666666,,,,
1986-05-06 00:00:00,8.436708333333334,32.51252083333333,7.963291666666667,33.90154166666667,,,5.790354166666667,33.8546875,,,,
1986-05-07 00:00:00,8.457500000000001,32.52402083333333,7.978437500000001,33.89725,,,5.738041666666667,33.8355625,,,,
1986-05-08 00:00:00,8.506895833333333,32.5164375,8.039375,33.912708333333335,,,5.747541666666667,33.816812500000005,,,,
1986-05-09 00:00:00,8.518125,32.51358333333334,8.030541666666666,33.93808333333333,,,5.778583333333333,33.80460416666667,,,,
1986-05-10 00:00:00,8.533291666666667,32.52364583333333,8.033312500000001,33.939166666666665,,,5.757000000000001,33.78895833333333,,,,
